adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,quarter,year
0001577670-20-000004,ProvisionForLoanLossesExpensed,us-gaap/2019,20171231,4,USD,ConsolidationItems=CorporateNonSegment;,,0.0,,q1,2020
0001199835-20-000068,NetIncomeLoss,us-gaap/2019,20170630,2,USD,EquityComponents=RetainedEarnings;,,-20801.0,,q1,2020
0001193125-20-075048,StockholdersEquity,us-gaap/2019,20191231,0,USD,EquityComponents=RetainedEarnings;,,-128688624.0,,q1,2020
0001386278-20-000020,StockIssuedDuringPeriodSharesStockOptionsExercised,us-gaap/2019,20171231,4,shares,EquityComponents=CommonStock;,,1949000.0,,q1,2020
0001437107-20-000006,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20171231,0,USD,EquityComponents=NoncontrollingInterest;,,0.0,,q1,2020
0001088034-20-000003,IssuanceOfCommonStockRestrictedUnderDeferredCompensationPlanShares,0001088034-20-000003,20191231,4,shares,EquityComponents=CommonStock;,,175000.0,,q1,2020
0001493152-20-004569,FairValueOfVestedRestrictedStockUnitsAwardedToEmployees,0001493152-20-004569,20191231,4,USD,EquityComponents=CommonStock;,,,,q1,2020
0001564590-20-003465,StockIssuedDuringPeriodValueStockOptionsExercised,us-gaap/2019,20191231,1,USD,EquityComponents=AdditionalPaidInCapital;,,3001082.0,,q1,2020
0001437749-20-006576,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,us-gaap/2019,20191231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,,,q1,2020
0001747009-20-000005,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2018,20171231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,q1,2020
0001437749-20-004480,AccountsReceivableNetCurrent,us-gaap/2019,20181231,0,USD,,,9158000.0,,q1,2020
0001084961-20-000024,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,us-gaap/2019,20191231,0,USD,,,223911000.0,,q1,2020
0001564590-20-013666,TemporaryEquityCarryingAmountAttributableToParent,us-gaap/2019,20181231,0,USD,ClassOfStock=RedeemableConvertiblePreferredStock;,,402488000.0,,q1,2020
0001637459-20-000027,IncomeTaxExpenseBenefit,us-gaap/2019,20171231,4,USD,AdjustmentsForNewAccountingPronouncements=AccountingStandardsUpdate201609;,,-22000000.0,,q1,2020
0001303313-20-000007,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20181231,0,USD,EquityComponents=NonControllingInterestRedeemable;,,14596000.0,,q1,2020
0001193125-20-057751,HeldToMaturitySecuritiesFairValue,us-gaap/2019,20181231,0,USD,FinancialInstrument=AssetBackedSecuritiesSecuritizedLoansAndReceivables;,,2000000.0,,q1,2020
0001123360-20-000009,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2019,20161231,0,USD,,,1162779000.0,,q1,2020
0000933136-20-000005,OperatingExpenses,us-gaap/2019,20190930,1,USD,,,478000000.0,,q1,2020
0001448893-20-000015,OtherUnderwritingAndOperatingExpenses,0001448893-20-000015,20191231,4,USD,,,165369000.0,,q1,2020
0001566912-20-000015,OtherSecuredFinancings,us-gaap/2019,20181231,0,USD,,,25947000.0,,q1,2020
0001475348-20-000013,NoninterestIncomeOther,us-gaap/2019,20181231,4,USD,,,1256000.0,,q1,2020
0001193125-20-058900,LoansAndLeasesReceivableDeferredIncome,us-gaap/2019,20181231,0,USD,,,7310000.0,,q1,2020
0001628280-20-003880,MinorityInterestDecreaseFromRedemptions,us-gaap/2018,20191231,4,USD,,,800000.0,,q1,2020
0000733076-20-000004,NetCashProvidedByUsedInInvestingActivities,us-gaap/2019,20191231,4,USD,,,-7161000000.0,,q1,2020
0001079973-20-000111,NetCashProvidedByUsedInInvestingActivities,us-gaap/2019,20191231,3,USD,,,-57931.0,,q1,2020
0001564590-20-005589,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2019,20171231,4,USD,,,458400000.0,,q1,2020
0001564590-20-005043,NetIncomeLoss,us-gaap/2019,20190930,1,USD,,,4863000.0,,q1,2020
0001564590-20-006770,LiabilitiesCurrent,us-gaap/2019,20181231,0,USD,,,2185000000.0,,q1,2020
0000877212-20-000006,LiabilitiesAndStockholdersEquity,us-gaap/2019,20191231,0,USD,,,4711000000.0,,q1,2020
0001493152-20-003958,LiabilitiesCurrent,us-gaap/2019,20200131,0,USD,,,10487935.0,,q1,2020
0001493152-20-003780,IntangibleAssetsNetExcludingGoodwill,us-gaap/2019,20181231,0,USD,,,924000.0,,q1,2020
0001104659-20-019880,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap/2018,20181231,3,USD,,,589000.0,,q1,2020
0001104659-20-039645,InterestPaidNet,us-gaap/2019,20171231,4,USD,,,15200000.0,,q1,2020
0001564590-20-007791,IncomeTaxExpenseBenefit,us-gaap/2019,20191231,4,USD,,,955000.0,,q1,2020
0001466538-20-000026,TradingSecurities,us-gaap/2019,20181231,0,USD,FinancialInstrument=CommonStock;LegalEntity=EnterpriseMaster;,,469000.0,,q1,2020
0001564590-20-004489,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,4,USD,ProductOrService=Royalty;TypeOfArrangement=AMPYRAOrFAMPYRA;,,15170000.0,,q1,2020
0001193125-20-051469,MarketingandOtherContraRevenueItems,0001193125-20-051469,20191231,4,CAD,Restatement=RestatementAdjustment;SegmentConsolidationItems=CorporateNonOperating;,,0.0,,q1,2020
0000095953-20-000021,GrossProfit,us-gaap/2019,20181231,1,USD,,,10259000.0,,q1,2020
0001428875-20-000023,ImpairmentOfLongLivedAssetsToBeDisposedOf,us-gaap/2019,20171231,4,USD,,,2000000.0,,q1,2020
0001564590-20-013794,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,us-gaap/2019,20171231,4,USD,,,-5077000.0,,q1,2020
0001581068-20-000008,ImpairmentOfRealEstate,us-gaap/2019,20171231,4,USD,,,40104000.0,,q1,2020
0001564590-20-004859,PropertyManagementFeeRevenue,us-gaap/2019,20171231,4,USD,IncomeStatementLocation=Leasingservices;,,3573000.0,,q1,2020
0001564590-20-010850,EarningsPerShareDiluted,us-gaap/2019,20190930,1,USD,,,0.3,,q1,2020
0001535929-20-000012,AvailableForSaleDebtSecuritiesAmortizedCostBasis,us-gaap/2019,20191231,0,USD,FinancialInstrument=CommercialMortgageBackedSecurities;,,3402000000.0,,q1,2020
0001628280-20-001799,CostOfRevenue,us-gaap/2019,20171231,4,USD,ProductOrService=LandSales;,,12005000.0,,q1,2020
0000904163-20-000004,ProceedsfromSaleofEquitySecurities,0000904163-20-000004,20171231,4,USD,ConsolidatedEntities=ParentCompany;,,5635000.0,,q1,2020
0001193125-20-056815,StockIssuedDuringPeriodValueNewIssues,us-gaap/2019,20171231,4,USD,BusinessSegments=ProsharesUltraGold;,,23949465.0,,q1,2020
0001212545-20-000104,AvailableForSaleSecurities,us-gaap/2019,20181231,0,USD,FairValueByAssetClass=NontaxableMunicipalBonds;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;,,538668000.0,,q1,2020
0001193125-20-065064,Assets,ifrs/2019,20181231,0,GBP,BusinessCombinations=ViiVHealthCare;,,5430000000.0,,q1,2020
0001482430-20-000013,CommonStockSharesAuthorized,us-gaap/2019,20181231,0,shares,,,1000000000.0,,q1,2020
0000078890-20-000010,DepreciationDepletionAndAmortization,us-gaap/2018,20190331,1,USD,,,47900000.0,,q1,2020
0001047469-20-001296,LiabilitiesArisingFromInsuranceContracts,ifrs/2019,20181231,0,USD,AmountsArisingFromInsuranceContracts=ReinsurersShareOfAmountArisingFromInsuranceContracts;,,7749900000.0,,q1,2020
0001558370-20-002390,InvestmentOwnedPercentOfNetAssets,us-gaap/2018,20181231,0,pure,InvestmentByTertiaryType=StockIndicesAndSingleStockFutures;Investments=OpenLongContracts;InvestmentSecondaryCategorization=USFuturesPositions;InvestmentType=FuturesContracts;,,-0.0023,,q1,2020
0000073088-20-000030,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20171231,0,USD,OtherComprehensiveIncomeLocation=AccumulatedTranslationAdjustment;,,1178000.0,,q1,2020
0001104659-20-013517,NoninterestExpense,us-gaap/2019,20191231,1,USD,BusinessSegments=MortgageBankingSegment;,,14902000.0,,q1,2020
0001104659-20-034130,AccruedRentNoncurrent,us-gaap/2019,20191231,0,USD,,,0.0,,q1,2020
0001171843-20-002021,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2019,20181231,0,USD,,,6448831.0,,q1,2020
0000937556-20-000030,Assets,us-gaap/2019,20181231,0,USD,,,1154818000.0,,q1,2020
0001467623-20-000011,CapitalLeaseObligationsIncurred,us-gaap/2019,20191231,4,USD,,,144100000.0,,q1,2020
0001109546-20-000008,TransferToOtherRealEstate,us-gaap/2019,20191231,4,USD,,,0.0,,q1,2020
0001534992-20-000019,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2019,20171231,4,USD,EquityComponents=AdditionalPaidInCapital;,,3545000.0,,q1,2020
0000049754-20-000007,RepaymentsOfLongTermDebt,us-gaap/2019,20181231,4,USD,,,13000000.0,,q1,2020
0001558370-20-001266,SellingGeneralAndAdministrativeExpense,us-gaap/2018,20190630,1,USD,,,103864000.0,,q1,2020
0001562762-20-000111,Revenues,us-gaap/2018,20171231,4,USD,,,333633000.0,,q1,2020
0001305773-20-000024,ProceedsFromStockOptionsExercised,us-gaap/2018,20181231,4,USD,,,112000.0,,q1,2020
0000006281-20-000013,PropertyPlantAndEquipmentNet,us-gaap/2019,20191031,0,USD,,,1219989000.0,,q1,2020
0001401257-20-000056,ProceedsFromSaleOfPropertyPlantAndEquipment,us-gaap/2019,20191231,4,USD,,,43237000.0,,q1,2020
0000835403-20-000003,ProceedsFromIssueOfBondsNotesAndDebentures,ifrs/2019,20191231,2,GBP,,,1289000000.0,,q1,2020
0000721371-20-000023,ProceedsFromRepaymentsOfShortTermDebt,us-gaap/2019,20191231,2,USD,,,681000000.0,,q1,2020
0001564590-20-010220,PreferredStockValue,us-gaap/2019,20191231,0,USD,,,,,q1,2020
0001628280-20-001900,ProceedsFromCollectionOfLoansReceivable,us-gaap/2019,20191231,4,USD,,,24283000.0,,q1,2020
0000002488-20-000008,ProceedsFromPaymentsForOtherFinancingActivities,us-gaap/2019,20181231,4,USD,,,-1000000.0,,q1,2020
0001558370-20-002759,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossTaxPortionAttributableToParentHeldtomaturitySecurities,us-gaap/2019,20171231,4,USD,,,4000.0,,q1,2020
0001564590-20-005545,PaymentsToAcquireEquityMethodInvestments,us-gaap/2019,20181231,4,USD,,,67000000.0,,q1,2020
0001047469-20-000294,OtherAssetsNoncurrent,us-gaap/2019,20190930,0,USD,,,8752000.0,,q1,2020
0001564590-20-007326,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap/2019,20171231,4,USD,,,-1697000.0,,q1,2020
0001558370-20-002525,NetCashProvidedByUsedInOperatingActivities,us-gaap/2019,20191231,4,USD,,,63246000.0,,q1,2020
0001423774-20-000036,NetCashProvidedByUsedInOperatingActivities,us-gaap/2019,20200131,4,USD,,,-3590000.0,,q1,2020
0001564590-20-010058,NetCashProvidedByUsedInFinancingActivities,us-gaap/2018,20181231,4,USD,,,14626000.0,,q1,2020
0000063754-20-000022,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,us-gaap/2018,20181130,4,USD,,,12800000.0,,q1,2020
0001062993-20-001385,LongTermIncentivePlanCashSettled,0001062993-20-001385,20191231,0,USD,,,416000.0,,q1,2020
0001590364-20-000002,NonoperatingIncomeExpense,us-gaap/2019,20180331,1,USD,,,431000.0,,q1,2020
0000884887-20-000009,LiabilitiesCurrent,us-gaap/2019,20181231,0,USD,,,7112165000.0,,q1,2020
0001060822-20-000004,IntangibleAssetsNetExcludingGoodwill,us-gaap/2019,20191231,0,USD,,,334642000.0,,q1,2020
0001698990-20-000004,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap/2019,20181231,2,USD,,,2533000.0,,q1,2020
0001558370-20-000779,InventoryWriteDownOfNetRealizableValueAndLossSettlementOnNonCancellablePurchaseCommitments,0001558370-20-000779,20181231,4,USD,,,219000.0,,q1,2020
0001178913-20-000800,IncreaseDecreaseInAccountsReceivable,us-gaap/2019,20191231,4,USD,,,-1928000.0,,q1,2020
0001262463-20-000017,IncreaseDecreaseInAccountsReceivable,us-gaap/2019,20171231,4,USD,,,-10188.0,,q1,2020
0001281774-20-000013,ImpairmentOfLongLivedAssetsHeldForUse,us-gaap/2019,20181231,4,USD,,,2082000.0,,q1,2020
0000864749-20-000029,IncomeTaxExpenseBenefit,us-gaap/2019,20171231,4,USD,,,129700000.0,,q1,2020
0001564590-20-006094,CostsAndExpenses,us-gaap/2019,20190930,1,USD,,,538695000.0,,q1,2020
0000278166-20-000013,GainLossOnSaleOfPropertyPlantEquipment,us-gaap/2019,20191231,3,USD,,,3416000.0,,q1,2020
0001213900-20-006693,Goodwill,us-gaap/2019,20191231,0,USD,PropertyPlantAndEquipmentByType=Trademarks;,,24960077.0,,q1,2020
0001213900-20-007904,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20191231,0,USD,,,12319.0,,q1,2020
0001193125-20-022213,AmortizationOfDebtDiscountPremium,us-gaap/2019,20171231,4,USD,,,17765.0,,q1,2020
0001193125-20-051981,AccumulatedOtherComprehensiveIncome,ifrs/2019,20191031,0,CAD,,,10581000000.0,,q1,2020
0001185185-20-000348,CommonStockValue,us-gaap/2020,20181231,0,USD,,,12800.0,,q1,2020
0001171843-20-002057,DeferredTaxLiabilityAsset,ifrs/2019,20191231,0,CAD,,,1434882.0,,q1,2020
0001157523-20-000441,DebentureRefinancingWarrants,0001157523-20-000441,20181231,4,USD,,,2331000.0,,q1,2020
0001592386-20-000003,CommonStockSharesIssued,us-gaap/2019,20191231,0,shares,ClassOfStock=CommonClassD;,,60091740.0,,q1,2020
0001042776-20-000045,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2018,20191231,0,USD,ConsolidatedEntities=SubsidiaryIssuer;ConsolidationItems=ReportableLegalEntities;,,9691000.0,,q1,2020
0001193125-20-067338,CashFlowsFromUsedInOperations,ifrs/2019,20181231,4,EUR,,,9612000000.0,,q1,2020
0000355019-20-000007,CashAndCashEquivalentsAtCarryingValue,us-gaap/2019,20181231,0,USD,,,23287000.0,,q1,2020
0001564590-20-005562,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,us-gaap/2019,20181231,4,USD,LegalEntity=ERPOP;PartnerTypeOfPartnersCapitalAccount=AccumulatedOtherComprehensiveIncome;,,5174000.0,,q1,2020
0001564590-20-008173,AmortizationOfIntangibleAndAcquisitionRelatedAssets,0001564590-20-008173,20180331,1,USD,,,6639000.0,,q1,2020
0000743988-20-000009,AmortizationOfIntangibleAssets,us-gaap/2019,20191231,1,USD,,,2919000.0,,q1,2020
0001393905-20-000009,AccruedLiabilitiesCurrent,us-gaap/2019,20190531,0,USD,,,25635.0,,q1,2020
0001437749-20-005683,AccruedLiabilitiesCurrent,us-gaap/2019,20191231,0,USD,,,4565000.0,,q1,2020
0000318154-20-000017,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2019,20171231,4,USD,,,347000000.0,,q1,2020
0001217234-20-000033,Assets,us-gaap/2018,20181231,0,USD,,,130697000.0,,q1,2020
0001050915-20-000020,StockIssuedDuringPeriodValueAcquisitions,us-gaap/2019,20191231,4,USD,EquityComponents=AdditionalPaidInCapital;,,1791000.0,,q1,2020
0000033213-20-000008,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20161231,0,USD,,,9119247000.0,,q1,2020
0001057877-20-000040,TreasuryStockIssued,0001057877-20-000040,20191231,4,USD,,,-4172000.0,,q1,2020
0001104659-20-033996,SubordinatedDebt,us-gaap/2019,20191231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,0.0,,q1,2020
0001262463-20-000009,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,us-gaap/2019,20190930,3,shares,,,41726239.0,,q1,2020
0001058290-20-000008,SellingGeneralAndAdministrativeExpense,us-gaap/2019,20190930,1,USD,,,706000000.0,,q1,2020
0001628280-20-000559,Revenues,us-gaap/2018,20181130,4,USD,,,20571631000.0,,q1,2020
0000014930-20-000027,Revenues,us-gaap/2019,20191231,4,USD,,,4108400000.0,,q1,2020
0001140361-20-004386,ProceedsFromSaleOfFederalHomeLoanBankStock,us-gaap/2019,20171231,4,USD,,,0.0,,q1,2020
0001703644-20-000010,ProceedsFromSecuritizationsOfLoansHeldForInvestment,us-gaap/2019,20181231,4,USD,,,651374000.0,,q1,2020
0001564590-20-004248,OtherNoncashIncomeExpense,us-gaap/2019,20191231,4,USD,,,187000.0,,q1,2020
0000109563-20-000025,OtherComprehensiveIncomeLossTax,us-gaap/2018,20191231,2,USD,,,27000.0,,q1,2020
0000102212-20-000017,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,us-gaap/2019,20191231,4,USD,,,-349000.0,,q1,2020
0000091576-20-000007,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20171231,4,USD,,,-238000000.0,,q1,2020
0001564590-20-011004,OperatingLeaseRightOfUseAssetAmortization,0001564590-20-011004,20181231,4,USD,,,0.0,,q1,2020
0001564590-20-005598,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20191231,4,USD,,,-2400000.0,,q1,2020
0001564590-20-005667,OtherNonoperatingIncomeExpense,us-gaap/2019,20181231,4,USD,,,-18000000.0,,q1,2020
0001558370-20-001356,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2019,20181231,4,USD,,,171000.0,,q1,2020
0001334036-20-000010,OperatingIncomeLoss,us-gaap/2019,20181231,1,USD,,,-13937000.0,,q1,2020
0001282637-20-000005,OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,us-gaap/2019,20181231,4,USD,,,-2363000.0,,q1,2020
0001159508-20-000012,NetCashReceivedInPaidForBusinessCombinationsDivestitures,0001159508-20-000012,20191231,4,EUR,,,1762000000.0,,q1,2020
0001679688-20-000014,CommonStockDividendsPerShareDeclared,us-gaap/2019,20181231,4,USD,,,0.44,,q1,2020
0000739421-20-000017,AvailableForSaleSecuritiesDebtSecurities,us-gaap/2019,20181231,0,USD,ConsolidatedEntities=ParentCompany;,,516000.0,,q1,2020
0001558370-20-002771,AmortizationOfMortgageServicingRightsMSRs,us-gaap/2018,20171231,4,USD,,,2554000.0,,q1,2020
0001393905-20-000023,Cash,us-gaap/2019,20180630,0,USD,,,40457.0,,q1,2020
0001599947-20-000012,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2019,20171231,4,USD,EquityComponents=AdditionalPaidInCapital;,,14689000.0,,q1,2020
0001140361-20-001351,StockholdersEquity,us-gaap/2019,20180331,0,USD,EquityComponents=AdditionalPaidInCapital;,,197868000.0,,q1,2020
0001213900-20-007515,StockIssuedDuringPeriodSaleOfNetOfUnderwritingDiscountAndOfferingExpenses,0001213900-20-007515,20191231,2,USD,EquityComponents=AdditionalPaidInCapital;,,161573418.0,,q1,2020
0001564590-20-014284,StockIssuedDuringPeriodValueRestrictedStockAwardGross,us-gaap/2019,20191231,4,USD,,,179000.0,,q1,2020
0001140361-20-004911,AvailableForSaleSecuritiesDebtSecurities,us-gaap/2019,20191231,0,USD,FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;,,342897000.0,,q1,2020
0001493152-20-002576,StockholdersEquity,us-gaap/2019,20190930,0,USD,,,-4541732.0,,q1,2020
0001628280-20-003129,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2018,20200131,1,shares,,,32668000.0,,q1,2020
0000821127-20-000044,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2019,20191231,4,shares,,,83430740.0,,q1,2020
0000058492-20-000002,PropertyPlantAndEquipmentNet,us-gaap/2019,20171231,0,USD,,,663900000.0,,q1,2020
0000783280-20-000010,SecuredDebt,us-gaap/2018,20191231,0,USD,,,34023000.0,,q1,2020
0001104659-20-026291,ResearchAndDevelopmentExpense,ifrs/2019,20191231,4,CAD,,,25409000.0,,q1,2020
0001714899-20-000026,PreferredStockSharesAuthorized,us-gaap/2019,20181231,0,shares,,,40000000.0,,q1,2020
0001025996-20-000050,PaymentsToAcquireOtherRealEstate,us-gaap/2019,20181231,4,USD,,,311299000.0,,q1,2020
0001522727-20-000005,PartnersCapitalAccountAcquisitions,us-gaap/2019,20181231,4,USD,,,324910000.0,,q1,2020
0001739104-20-000005,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2019,20191231,4,USD,,,140400000.0,,q1,2020
0001280058-20-000011,PreferredStockValue,us-gaap/2019,20181231,0,USD,,,0.0,,q1,2020
0001016178-20-000007,PreferredStockSharesIssued,us-gaap/2019,20191231,0,shares,,,45118.0,,q1,2020
0001174947-20-000148,OtherSalesRevenuesNet,0001174947-20-000148,20191231,1,USD,,,47000.0,,q1,2020
0001437749-20-002109,OtherNonoperatingIncomeExpense,us-gaap/2019,20171231,4,USD,,,1692000.0,,q1,2020
0000062996-20-000006,PaymentsForRepurchaseOfCommonStock,us-gaap/2018,20171231,4,USD,,,331000000.0,,q1,2020
0000712515-20-000006,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2019,20191231,3,USD,,,-1000000.0,,q1,2020
0001413447-20-000009,OtherOperatingIncomeExpenseNet,us-gaap/2019,20171231,4,USD,,,1575000000.0,,q1,2020
0001140361-20-006788,OtherAssetsNoncurrent,us-gaap/2019,20190131,0,USD,,,4300000.0,,q1,2020
0000091440-20-000004,NotesAndLoansReceivableNetCurrent,us-gaap/2019,20181231,0,USD,,,616800000.0,,q1,2020
0000868671-20-000032,MiscellaneousLoanFeesandCharges,0000868671-20-000032,20181231,4,USD,,,6805000.0,,q1,2020
0001437749-20-005145,OperatingLeaseRightOfUseAsset,us-gaap/2019,20181231,0,USD,,,,,q1,2020
0001628280-20-003403,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2019,20190131,2,USD,,,-20191000.0,,q1,2020
0000898173-20-000007,NonoperatingIncomeExpense,us-gaap/2019,20191231,4,USD,,,-130397000.0,,q1,2020
0001564590-20-009196,NetIncomeLoss,us-gaap/2019,20190630,1,USD,,,7904000.0,,q1,2020
0000074046-20-000009,InvestmentIncomeInterest,us-gaap/2019,20190131,2,USD,,,96000.0,,q1,2020
0001561894-20-000016,IncomeTaxExpenseBenefit,us-gaap/2019,20190930,1,USD,,,132000.0,,q1,2020
0001103982-20-000003,IncomeLossFromEquityMethodInvestments,us-gaap/2019,20181231,1,USD,,,149000000.0,,q1,2020
0001564590-20-006806,IncreaseDecreaseInAccruedLiabilities,us-gaap/2019,20171231,4,USD,,,6301000.0,,q1,2020
0000315858-20-000029,RealEstateInvestmentsUnconsolidatedRealEstateAndOtherJointVentures,us-gaap/2018,20191231,0,USD,ScheduleOfEquityMethodInvestmentEquityMethodInvesteeName=AltisVinelandPointe;,,4712000.0,,q1,2020
0001493152-20-004884,GrossProfit,us-gaap/2019,20190630,4,USD,,,109352.0,,q1,2020
0001193125-20-071738,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20191231,0,USD,EquityComponents=Parent;,,529745000.0,,q1,2020
0000055242-20-000007,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20180630,0,USD,EquityComponents=NoncontrollingInterest;,,36002000.0,,q1,2020
0001609711-20-000022,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20191231,0,USD,EquityComponents=NoncontrollingInterest;,,10100000.0,,q1,2020
0001564590-20-004072,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20191231,1,USD,EquityComponents=RetainedEarnings;,,0.0,,q1,2020
0001493152-20-003156,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,us-gaap/2019,20190930,3,shares,EquityComponents=CommonStock;,,2505933.0,,q1,2020
0000037785-20-000035,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20171231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-240300000.0,,q1,2020
0001564590-20-006776,StockIssuedDuringPeriodValueShareBasedCompensationNetOfSharesWithheldForTaxes,0001564590-20-006776,20181231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,0.0,,q1,2020
0001213900-20-007611,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap/2019,20171231,4,USD,EquityComponents=CommonStock;,,,,q1,2020
0000316709-20-000012,StockholdersEquity,us-gaap/2019,20171231,0,USD,EquityComponents=TreasuryStock;,,-2892000000.0,,q1,2020
0000093751-20-000684,StockholdersEquityOther,us-gaap/2019,20171231,4,USD,EquityComponents=TreasuryStock;,,1000000.0,,q1,2020
0001564590-20-010463,AccountsPayableCurrent,us-gaap/2019,20181231,0,USD,,,10207000.0,,q1,2020
0001193125-20-051019,AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,us-gaap/2019,20181231,0,USD,,,-585000000.0,,q1,2020
0001193125-20-057067,CommonStockSharesIssued,us-gaap/2019,20181231,0,shares,ClassOfStock=CommonClassUndefined;,,40066710.0,,q1,2020
0001168054-20-000004,DerivativeFairValueOfDerivativeLiability,us-gaap/2019,20181231,0,USD,BalanceSheetLocation=OtherNoncurrentLiabilities;DerivativeInstrumentRisk=OilContracts;HedgingDesignation=Nondesignated;,,311000.0,,q1,2020
0000887343-20-000070,CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,us-gaap/2019,20161231,0,USD,AdjustmentsForNewAccountingPronouncements=AccountingStandardsUpdate201802;,,0.0,,q1,2020
0001283630-20-000029,CommitmentsAndContingencies,us-gaap/2019,20181231,0,USD,LegalEntity=AmericanCampusCommunitiesOperatingPartnershipLimitedPartnership;,AmericanCampusCommunitiesOperatingPartnershipLimitedPartnership,,,q1,2020
0001411579-20-000027,NonoperatingIncomeExpenseIncludingIncomeLossFromEquityMethodInvestments,0001411579-20-000027,20171231,4,USD,ConsolidatedEntities=GuarantorSubsidiaries;,,-357000000.0,,q1,2020
0001628280-20-002543,ComprehensiveIncomeNetOfTax,us-gaap/2019,20191231,4,USD,ConsolidatedEntities=SubsidiaryIssuer;,,640200000.0,,q1,2020
0001047340-20-000020,CommonStockParOrStatedValuePerShare,us-gaap/2019,20181231,0,USD,,,0.01,,q1,2020
0000927089-20-000176,CashPaidForSaleOfBusinessUnits,0000927089-20-000176,20171231,4,USD,,,0.0,,q1,2020
0001558370-20-002077,CashAndCashEquivalentsAtCarryingValue,us-gaap/2019,20181231,0,USD,,,17504000.0,,q1,2020
0000024090-20-000016,AllocatedShareBasedCompensationExpenseGross,0000024090-20-000016,20191231,4,USD,ConsolidatedEntities=ParentCompany;,,2099000.0,,q1,2020
0000875045-20-000005,AvailableForSaleSecuritiesNoncurrent,us-gaap/2019,20181231,0,USD,,,1375900000.0,,q1,2020
0000915779-20-000009,AccruedLiabilitiesCurrent,us-gaap/2018,20190430,0,USD,,,32061000.0,,q1,2020
